ID,Property_Age,Location_Risk,Disaster_History,Construction_Type,Property_Value,Owner_Age,Insurance_Type,Past_Claims,Claim_Filed
4522,98,0,0,1,3184237,31,1,3,0
4523,93,1,1,2,1276550,80,2,0,0
4524,24,1,0,0,1662795,69,1,0,0
4525,24,1,0,2,1300143,71,1,4,1
4526,4,1,1,2,4172265,70,0,5,0
4527,67,1,1,1,3429903,67,0,2,0
4528,34,1,1,0,2086522,42,0,0,0
4529,57,0,1,1,1330016,76,2,5,0
4530,49,0,1,0,4949604,71,2,1,0
4531,87,1,1,1,3169900,43,1,1,0
4532,53,0,1,2,730572,39,0,2,0
4533,23,1,0,1,1466948,26,0,1,1
4534,69,1,1,1,1418660,50,1,3,0
4535,95,0,1,1,4575054,40,1,4,1
4536,53,0,1,1,402891,52,1,0,0
4537,62,0,0,2,1606519,37,2,5,0
4538,41,1,0,1,3769750,50,1,4,1
4539,57,1,0,2,4226228,52,1,2,0
4540,60,1,1,1,3675538,63,1,4,0
4541,54,0,0,1,2165058,47,1,0,0
4542,70,1,0,0,3130082,63,1,5,0
4543,57,2,0,1,247558,72,1,0,1
4544,10,0,1,1,176085,47,0,2,0
4545,40,1,1,0,2987577,39,1,0,1
4546,7,2,1,2,128788,62,2,1,1
4547,38,0,0,1,4295799,18,1,5,0
4548,85,1,0,2,734290,32,2,5,0
4549,61,0,0,0,4971867,42,0,4,0
4550,84,1,0,1,3626219,37,1,3,0
4551,3,0,1,0,3054708,24,2,3,1
4552,51,2,0,0,465250,33,1,3,0
4553,86,1,0,2,2234811,69,2,2,0
4554,47,1,0,0,4035685,40,1,3,0
4555,68,1,0,1,2675805,38,0,5,0
4556,92,1,1,0,825085,18,0,5,0
4557,76,1,0,1,4995455,64,1,4,0
4558,38,2,1,2,1761717,37,2,0,0
4559,36,2,0,1,4546201,64,0,1,1
4560,41,1,0,2,1408709,36,1,3,0
4561,69,2,0,1,4419713,23,1,3,0
4562,13,1,0,2,165258,55,0,3,0
4563,87,1,1,2,577049,49,0,1,0
4564,58,1,0,1,1749049,18,1,4,0
4565,50,0,0,1,3269447,47,0,3,1
4566,30,0,0,2,1522901,79,0,0,0
4567,62,0,0,1,1802284,33,0,2,0
4568,25,1,1,2,4885278,44,0,1,0
4569,27,0,0,1,1359485,35,1,4,0
4570,51,1,0,0,4453810,30,1,5,0
4571,78,2,1,2,2954953,61,1,0,0
4572,57,0,0,1,644808,67,1,1,0
4573,47,1,0,1,1467601,45,2,5,1
4574,100,0,0,1,4570430,27,2,1,0
4575,39,0,0,0,2146350,31,2,2,0
4576,16,1,1,2,1105749,69,1,2,1
4577,22,1,0,2,1692500,46,2,5,0
4578,85,1,1,2,2426444,74,1,5,0
4579,54,0,0,1,4552005,28,1,4,0
4580,21,1,1,1,813447,67,0,3,0
4581,72,0,0,2,1447426,76,1,5,1
4582,16,0,0,1,4935791,73,0,2,0
4583,59,0,0,1,2784311,44,0,4,0
4584,31,0,0,2,2327600,61,1,1,0
4585,42,0,1,1,3240753,34,1,3,0
4586,74,0,1,1,1734601,77,2,0,0
4587,32,2,0,0,1713839,73,1,1,0
4588,59,0,0,0,4129524,20,1,4,0
4589,34,0,0,0,3142785,79,1,0,1
4590,9,0,1,2,2759379,48,1,1,0
4591,81,1,1,1,632586,38,1,2,0
4592,11,0,0,1,819782,50,2,4,0
4593,96,2,1,2,4256312,18,1,0,0
4594,10,2,1,1,2963474,23,1,5,1
4595,86,0,0,1,3175045,68,1,2,1
4596,17,1,1,0,2003401,73,2,5,1
4597,68,0,0,2,975131,21,2,5,1
4598,48,1,0,0,4977341,39,1,0,0
4599,52,1,0,0,1769304,30,1,3,0
4600,25,0,0,0,359360,75,1,3,1
4601,21,0,0,0,2016262,61,2,4,1
4602,65,1,0,0,2341496,74,1,0,0
4603,63,1,1,1,1291476,47,0,3,1
4604,89,0,0,0,3290159,57,1,1,1
4605,51,1,0,1,1549648,69,1,1,0
4606,36,1,1,0,1139492,43,1,3,0
4607,81,2,0,0,4351126,73,0,5,0
4608,88,0,0,1,1073900,80,0,5,1
4609,66,1,1,2,3768027,56,1,3,0
4610,15,1,1,2,4996198,70,2,4,0
4611,96,0,0,2,2132494,56,2,5,0
4612,39,1,0,1,569456,24,1,4,0
4613,70,1,1,1,4047426,31,2,1,0
4614,1,2,0,1,148068,78,0,2,0
4615,23,0,0,1,1510345,43,1,0,1
4616,39,1,0,0,4964710,35,0,2,0
4617,57,0,0,1,4843862,72,1,4,1
4618,81,2,1,1,2841133,68,2,5,1
4619,34,0,1,1,2434990,73,2,2,0
4620,41,2,1,1,4418595,41,1,4,1
4621,93,2,1,0,3035763,74,1,2,0
4622,73,0,0,1,660180,76,2,1,0
4623,13,2,0,0,522728,69,0,4,0
4624,70,2,1,2,3381899,75,1,1,0
4625,6,0,0,0,195847,68,0,2,0
4626,84,1,0,0,4499464,42,2,3,0
4627,52,1,1,2,3191819,74,0,3,0
4628,3,0,0,1,3336573,67,0,0,0
4629,81,0,0,0,412147,49,1,3,1
4630,63,0,1,1,997724,23,0,0,0
4631,49,0,1,0,4099046,33,0,2,0
4632,76,1,0,0,1357460,20,1,0,0
4633,47,0,1,0,4813283,38,2,0,1
4634,55,2,0,1,728322,49,0,0,1
4635,64,1,0,2,374528,19,2,1,0
4636,65,0,1,1,1806056,64,2,0,0
4637,81,1,1,1,2284447,37,1,5,0
4638,67,1,0,0,4050310,28,1,4,1
4639,90,2,0,1,4254524,68,0,2,0
4640,15,0,0,2,3097666,35,1,1,1
4641,100,0,0,0,2510412,71,0,4,0
4642,32,2,0,2,987517,28,0,2,0
4643,96,2,0,1,135673,52,1,1,0
4644,68,1,0,2,763650,53,1,2,1
4645,18,1,0,1,1208699,55,1,3,0
4646,83,0,0,1,4538940,29,1,2,0
4647,43,1,1,2,1660517,78,2,3,1
4648,35,0,0,2,1222050,77,0,3,0
4649,78,0,0,0,1735768,48,0,5,0
4650,58,2,1,2,820065,70,1,2,0
4651,33,0,1,0,2300950,53,0,3,0
4652,14,1,0,0,3313973,78,1,5,0
4653,34,2,0,1,1307277,47,1,1,0
4654,61,0,1,2,2570254,61,1,3,0
4655,4,2,0,2,4514997,21,1,0,0
4656,88,2,1,1,3220755,19,1,1,1
4657,59,1,0,0,4474226,61,1,5,1
4658,29,0,0,1,2312887,30,0,1,1
4659,83,0,0,0,1682371,43,0,1,1
4660,6,1,1,1,3451914,46,1,0,1
4661,97,0,1,1,4874288,65,0,0,1
4662,49,0,0,0,4759767,53,1,0,1
4663,40,2,0,1,3244969,45,0,0,0
4664,83,0,0,1,4834571,25,0,5,0
4665,65,1,0,2,2605417,22,0,0,0
4666,69,0,1,1,1994089,49,1,5,1
4667,27,1,0,0,3270725,47,0,5,0
4668,80,2,1,0,2106910,31,0,4,1
4669,6,0,0,0,3458169,64,1,4,0
4670,13,0,1,0,4840338,79,1,0,1
4671,64,1,1,1,2536273,60,2,5,0
4672,62,1,0,2,3297332,27,2,1,0
4673,99,1,0,1,1167043,27,0,3,1
4674,19,0,0,1,3061965,73,0,3,0
4675,76,0,0,1,1062142,23,1,4,0
4676,80,2,0,1,2698214,33,2,0,0
4677,43,2,0,2,3665887,77,2,2,0
4678,74,1,1,2,4495745,43,0,3,0
4679,89,2,0,1,2433329,38,1,5,0
4680,20,1,1,0,2982007,53,1,5,1
4681,95,1,1,2,4075692,75,2,3,0
4682,68,0,1,0,4484294,58,0,1,0
4683,44,1,0,2,4833803,59,1,3,1
4684,23,1,0,2,3077965,47,0,4,0
4685,2,0,0,0,1648247,22,0,0,0
4686,22,1,0,2,2948137,27,1,0,0
4687,57,1,0,2,1582937,65,0,5,0
4688,72,1,1,2,3087288,48,1,3,0
4689,7,1,0,1,3275400,28,1,2,1
4690,78,2,0,0,2278633,55,2,4,0
4691,56,0,1,1,576454,80,1,5,0
4692,67,1,0,1,2185547,24,0,3,0
4693,16,1,0,0,3423740,76,0,4,0
4694,83,1,1,1,936908,29,1,2,0
4695,51,0,0,1,2435932,76,1,5,0
4696,82,0,0,0,1646033,62,1,4,0
4697,80,2,0,1,1696802,66,1,5,0
4698,72,1,1,0,175302,58,1,4,1
4699,97,2,0,2,3581792,77,0,4,0
4700,12,1,0,1,650050,25,1,5,1
4701,53,1,0,0,784084,45,1,0,0
4702,75,2,0,2,714874,76,2,2,0
4703,5,1,0,0,435058,33,1,5,0
4704,27,0,0,1,4468149,80,0,0,1
4705,12,1,0,2,4329509,70,1,1,0
4706,17,2,0,2,4410346,20,1,3,0
4707,6,0,0,0,3818869,54,0,5,0
4708,97,0,0,2,2358414,49,1,0,1
4709,5,0,0,2,1266664,38,0,5,0
4710,57,2,0,1,529738,74,1,5,0
4711,28,0,0,1,2457665,72,2,5,0
4712,78,1,1,0,3186933,62,1,4,0
4713,69,1,1,1,4085923,35,1,1,0
4714,59,1,0,1,1729828,70,0,2,1
4715,33,1,0,2,2774638,65,0,2,0
4716,62,0,0,1,4198375,74,1,5,0
4717,50,1,0,1,149427,63,1,0,0
4718,19,1,0,0,1810795,28,1,5,0
4719,86,2,0,0,1456227,78,2,4,0
4720,69,0,1,0,1735434,67,1,4,0
4721,66,2,0,0,4700374,25,1,5,0
4722,94,1,0,1,2490950,29,1,2,1
4723,47,2,1,2,1911320,68,1,4,1
4724,39,1,0,1,2875566,69,1,3,0
4725,68,1,0,1,435872,19,1,0,0
4726,33,2,1,1,2257406,58,2,0,1
4727,13,2,1,1,800566,39,1,4,1
4728,84,1,1,1,3150675,80,1,2,0
4729,54,0,0,1,902713,26,1,5,0
4730,7,0,0,2,4608651,31,0,3,0
4731,79,0,1,0,4555441,32,1,3,0
4732,87,0,0,0,310144,28,1,5,1
4733,14,0,1,1,4310381,78,1,3,0
4734,87,2,0,2,4963182,30,1,1,0
4735,19,0,0,1,4957060,73,2,4,0
4736,54,1,1,2,1233124,45,1,3,0
4737,93,0,0,1,1771853,42,2,4,1
4738,20,0,0,1,692580,54,0,2,0
4739,29,0,0,2,2524138,23,1,2,0
4740,24,0,0,2,2944466,72,0,5,0
4741,82,1,0,0,2190692,54,0,2,0
4742,63,2,0,1,2480515,50,0,1,0
4743,74,0,0,0,2045870,42,1,2,0
4744,57,1,1,1,1101396,67,0,4,0
4745,8,1,0,2,4180326,40,1,0,1
4746,90,2,1,1,2333870,77,1,0,0
4747,62,1,0,1,277997,73,1,4,0
4748,29,1,0,2,4770532,80,0,0,1
4749,74,1,0,1,135723,25,0,3,0
4750,17,2,1,1,780147,34,1,0,1
4751,66,0,1,2,2550989,48,1,1,0
4752,6,1,1,1,3097629,43,0,2,0
4753,58,2,0,1,4369475,72,2,0,0
4754,69,1,0,0,508148,74,0,0,0
4755,28,1,1,0,1971919,28,1,5,1
4756,62,1,1,1,2565244,79,0,1,0
4757,41,0,1,1,1551738,47,2,5,1
4758,69,1,0,2,2544195,28,1,1,0
4759,82,1,1,2,2342611,20,2,0,0
4760,90,1,0,2,1610933,57,1,3,0
4761,84,1,0,1,936005,57,0,0,0
4762,41,2,0,2,1788162,74,1,3,0
4763,49,0,0,1,3094159,73,1,5,0
4764,91,1,1,1,729265,70,0,2,0
4765,49,1,1,2,536610,38,0,4,1
4766,76,1,1,0,1873201,52,1,2,1
4767,71,0,0,0,3277183,45,0,0,1
4768,3,1,0,2,2947860,39,1,0,0
4769,10,2,1,1,598559,59,1,3,1
4770,98,1,0,1,1296569,68,1,1,1
4771,89,2,1,1,3348623,63,0,5,1
4772,35,2,0,2,1856171,35,1,5,0
4773,80,0,0,1,133275,40,0,5,1
4774,2,0,0,1,923124,43,0,3,1
4775,24,2,1,0,4870356,52,1,1,0
4776,74,2,0,0,219564,46,2,1,0
4777,38,0,0,2,2807583,69,0,1,0
4778,22,0,1,1,2063276,63,0,1,0
4779,26,0,0,1,508978,28,1,0,0
4780,43,2,1,1,774290,59,1,4,1
4781,55,0,0,2,1774742,73,1,5,0
4782,39,1,0,1,941307,63,2,4,0
4783,91,2,1,1,316272,18,2,2,0
4784,29,0,0,1,3163634,80,1,2,0
4785,20,1,0,0,551631,33,1,2,0
4786,91,0,0,2,4638908,42,2,3,0
4787,41,2,0,2,4864847,79,0,2,0
4788,54,0,0,2,411806,55,1,5,1
4789,20,1,0,2,4644530,35,1,2,0
4790,19,1,1,2,4898958,33,0,2,1
4791,84,0,1,1,4343800,36,2,0,1
4792,99,0,0,2,3555663,33,1,2,0
4793,66,1,0,1,3022724,22,1,4,1
4794,30,0,0,0,2569161,44,2,0,0
4795,53,2,0,1,2884588,61,1,1,0
4796,34,2,0,2,3498388,23,2,3,0
4797,22,1,0,1,2998265,74,0,0,0
4798,67,1,0,2,679078,51,0,0,0
4799,6,1,0,0,4087212,33,0,4,0
4800,79,2,0,1,1487957,70,1,5,0
4801,27,1,1,1,1950380,40,0,5,0
4802,10,0,1,0,4320915,60,0,2,0
4803,73,0,0,0,891955,61,2,1,0
4804,97,1,1,0,3553665,49,2,4,1
4805,96,1,0,2,4969897,60,1,4,0
4806,48,1,1,0,3970387,40,2,0,0
4807,70,0,0,0,3550493,37,2,1,0
4808,59,1,1,0,968029,36,1,4,0
4809,100,0,0,1,2983599,46,1,5,0
4810,59,0,0,1,1691828,25,2,3,1
4811,2,1,0,1,1219247,46,1,3,0
4812,29,0,0,1,4433978,35,0,4,1
4813,68,1,0,0,3371731,22,1,0,1
4814,65,0,0,2,2990816,29,1,3,0
4815,83,1,1,2,4796875,27,2,0,1
4816,26,1,0,0,288317,64,1,2,0
4817,89,0,0,1,4147766,54,2,2,1
4818,10,0,0,0,1065454,34,1,0,0
4819,53,2,1,0,1874307,49,1,4,1
4820,79,1,1,2,2036655,72,1,2,1
4821,59,1,1,1,2314326,21,0,5,0
4822,22,0,0,0,2011313,48,1,2,1
4823,51,1,0,1,4612473,80,2,5,0
4824,48,1,0,2,3065776,43,1,3,0
4825,21,1,0,2,1857642,29,2,4,0
4826,22,1,0,2,100819,35,0,0,1
4827,100,0,0,1,4283212,25,1,2,0
4828,98,0,0,1,1315031,49,0,4,0
4829,30,2,0,1,4562088,37,1,2,0
4830,25,2,0,0,1513008,66,1,3,1
4831,28,0,1,1,686532,57,1,4,0
4832,65,1,0,1,1148514,80,0,1,0
4833,45,0,1,0,3969663,30,1,3,0
4834,68,0,0,2,1858023,76,1,0,0
4835,7,0,0,0,667930,40,1,4,1
4836,49,0,0,1,3361018,20,1,5,0
4837,9,1,1,0,2909123,52,1,2,0
4838,36,1,0,1,3761051,56,2,5,0
4839,83,0,1,0,617528,67,2,4,0
4840,1,0,0,0,4536334,38,1,0,0
4841,10,2,0,1,3510359,24,1,5,1
4842,36,0,1,1,199662,71,1,5,0
4843,73,1,0,1,454738,43,0,5,0
4844,46,0,1,0,4519020,40,1,4,0
4845,32,1,0,1,4499411,49,0,2,1
4846,32,0,0,1,4234899,80,0,5,0
4847,6,0,1,1,3347198,19,1,3,1
4848,48,0,1,2,4122680,56,1,3,0
4849,38,0,0,1,947727,19,0,2,0
4850,17,1,1,1,4426567,56,2,1,0
4851,74,1,0,2,1541701,63,2,1,0
4852,27,0,1,2,1343138,32,2,3,1
4853,54,0,0,2,573459,33,1,5,0
4854,50,1,0,1,2498849,73,0,0,0
4855,35,1,0,1,2978486,43,0,4,0
4856,85,2,0,0,456449,25,0,2,0
4857,25,1,0,1,4844942,33,0,0,1
4858,28,1,0,2,2095072,38,2,5,1
4859,15,1,0,1,4507829,56,2,4,0
4860,4,2,1,2,3410775,28,2,3,1
4861,93,2,0,1,1566784,41,1,2,0
4862,73,0,0,1,4469112,53,1,0,1
4863,27,0,0,2,232309,35,1,4,1
4864,26,0,1,2,2726383,40,2,3,1
4865,19,1,0,2,1333565,30,1,3,0
4866,92,1,0,2,2289444,66,0,4,0
4867,17,1,0,1,3223252,61,0,1,0
4868,43,0,0,1,4708740,67,1,1,0
4869,41,1,0,2,4735318,59,1,4,0
4870,42,2,0,1,3798710,56,2,4,0
4871,50,0,0,0,1832186,61,1,4,0
4872,84,1,0,1,1359126,61,1,3,0
4873,40,1,0,1,3324033,75,0,5,0
4874,39,2,0,0,1623831,62,1,5,0
4875,23,2,0,2,2382144,18,1,2,0
4876,96,1,1,0,2207599,24,1,3,0
4877,52,1,1,1,4310438,65,1,3,0
4878,47,2,0,2,2773818,65,2,1,0
4879,63,1,0,1,206889,38,1,4,1
4880,97,0,0,2,2609304,33,1,3,0
4881,69,1,0,1,3455594,65,2,3,0
4882,43,0,0,2,4971426,31,2,4,0
4883,48,0,0,0,214764,60,0,5,1
4884,34,2,1,0,1804344,68,2,2,0
4885,40,1,1,2,1791644,60,0,1,0
4886,75,1,0,2,3297147,19,1,0,1
4887,61,0,0,0,1862023,48,0,5,0
4888,50,0,1,2,2333997,56,1,3,0
4889,67,0,1,1,1070490,26,1,2,1
4890,62,0,1,2,3085885,58,1,0,1
4891,58,1,0,1,2140795,80,1,5,0
4892,33,0,0,1,4168849,31,1,5,1
4893,75,1,0,1,3707181,75,0,4,0
4894,16,0,0,1,2856419,27,2,0,0
4895,82,2,0,1,3764688,65,1,4,0
4896,94,0,0,1,1501586,41,1,5,0
4897,48,0,1,0,4748987,67,2,5,0
4898,10,0,1,0,1065595,50,0,5,1
4899,82,1,0,0,3300229,73,1,2,0
4900,38,1,1,2,2259007,51,1,5,0
4901,19,1,0,1,1246311,37,0,0,0
4902,36,1,1,2,351928,45,1,1,0
4903,59,0,0,2,1240398,21,2,2,0
4904,63,1,0,1,775219,51,0,0,0
4905,77,1,0,2,3580224,21,1,3,1
4906,46,0,0,1,542909,72,1,0,1
4907,3,0,0,0,1634159,23,1,0,0
4908,74,0,0,1,1624696,75,1,1,0
4909,65,0,1,1,3102740,39,2,2,0
4910,91,1,0,2,3454441,21,1,3,0
4911,8,0,0,1,517860,67,1,5,0
4912,51,0,0,0,1154215,22,1,2,0
4913,81,0,0,2,3472666,28,1,2,0
4914,73,2,0,1,963584,62,2,3,0
4915,6,2,1,0,4577028,52,2,3,1
4916,89,0,0,1,2033312,36,0,1,0
4917,39,0,0,2,389118,69,1,4,0
4918,60,0,1,2,1666726,28,1,1,0
4919,28,1,0,1,2635741,28,1,5,0
4920,97,0,0,1,3472886,70,2,3,0
4921,54,1,1,0,3293340,44,1,0,0
4922,37,1,0,1,358775,19,1,0,0
4923,9,2,0,2,3004406,71,0,2,1
4924,82,0,1,1,377114,64,1,2,1
4925,56,2,0,0,711016,71,1,4,0
4926,59,1,0,2,4317407,25,1,4,0
4927,85,0,1,2,550695,51,1,4,0
4928,2,0,0,1,2055714,57,0,4,0
4929,61,0,0,0,1919006,80,1,0,0
4930,58,0,1,0,1374041,73,1,3,0
4931,60,0,1,0,1650974,37,1,5,0
4932,40,1,0,1,1471507,40,1,5,0
4933,36,1,0,0,2153059,32,1,4,0
4934,37,2,1,2,248016,65,0,1,0
4935,79,0,1,2,4787013,30,0,5,1
4936,92,2,0,1,3784990,72,0,4,1
4937,18,0,0,1,409128,48,1,0,0
4938,98,1,0,2,3292621,66,0,2,0
4939,63,0,1,2,1043818,63,1,1,0
4940,22,0,1,2,3537724,78,1,4,0
4941,11,2,1,0,2942330,31,2,0,0
4942,58,0,1,0,438917,18,2,2,0
4943,57,1,0,2,4850363,73,2,4,0
4944,77,1,0,1,3297278,44,1,0,0
4945,4,1,1,0,1334543,50,1,0,1
4946,86,1,1,1,4536633,52,1,3,0
4947,7,1,0,2,2531188,71,2,0,0
4948,61,0,0,0,692109,73,2,4,0
4949,54,1,1,2,4434238,32,1,0,0
4950,88,2,0,0,4043590,22,1,1,0
4951,68,0,0,2,3274650,54,1,0,1
4952,92,0,0,1,3912631,21,1,0,1
4953,79,1,0,1,3231867,63,1,5,0
4954,1,1,0,2,192099,37,2,1,0
4955,55,1,1,2,2650756,56,1,4,0
4956,3,0,0,2,3567964,39,1,2,1
4957,78,1,0,1,176204,41,2,3,1
4958,38,0,0,1,4114618,64,0,5,0
4959,1,1,1,1,4958756,28,0,2,1
4960,38,1,1,1,1051738,63,1,4,0
4961,85,0,1,2,2084197,23,0,4,0
4962,29,1,1,0,2023639,44,1,5,0
4963,5,2,0,0,3264030,27,0,1,0
4964,74,1,0,1,1748626,56,0,2,1
4965,92,2,0,0,700727,27,1,0,0
4966,21,1,0,2,1891881,63,1,1,1
4967,71,1,1,1,4628083,43,1,1,1
4968,67,0,0,1,4736869,54,0,3,1
4969,47,0,1,2,3292306,71,1,1,0
4970,84,0,0,1,1813662,50,1,2,0
4971,83,1,0,1,1985873,68,1,4,0
4972,35,2,0,0,3889487,77,0,5,1
4973,68,0,0,1,112754,25,1,3,0
4974,69,1,0,0,1313011,68,1,5,0
4975,1,1,0,1,2050710,79,1,5,1
4976,68,1,0,1,4753297,66,2,0,1
4977,12,0,0,1,3919835,68,2,2,1
4978,60,1,0,1,2113850,45,1,0,0
4979,27,0,0,0,1577186,65,0,1,0
4980,56,0,0,2,4075244,53,1,2,0
4981,23,2,0,0,3407893,57,0,5,0
4982,25,0,0,2,4825771,42,1,3,0
4983,21,0,0,1,4983942,53,1,5,0
4984,61,2,0,1,3239354,30,2,3,1
4985,63,0,0,1,1364364,77,2,0,1
4986,52,1,0,2,4397120,24,1,4,0
4987,88,0,0,0,3362059,18,1,5,0
4988,25,0,0,1,2267094,26,1,3,0
4989,55,0,1,2,4651987,76,0,0,0
4990,46,0,0,2,2272279,45,2,4,1
4991,32,1,0,1,3517614,53,1,2,0
4992,55,1,1,2,3249139,63,0,3,0
4993,96,1,0,2,1449184,47,1,3,0
4994,5,2,1,0,1784931,26,0,5,1
4995,36,0,0,1,4586146,47,0,5,1
4996,49,1,0,1,3617288,52,1,0,1
4997,58,1,1,1,184360,64,1,3,0
4998,39,2,0,2,4902294,44,1,0,0
4999,80,0,0,1,2374886,46,1,3,0
5000,97,1,0,0,293493,80,0,0,0
5001,85,2,0,2,4319484,22,1,3,0
5002,61,0,0,0,1580986,18,1,2,1
5003,9,2,0,2,574840,60,2,5,0
5004,6,0,1,2,767885,68,0,2,0
5005,35,1,1,2,2106754,22,0,0,1
5006,39,2,0,2,2337146,80,2,2,0
5007,22,1,1,0,1342430,71,2,0,0
5008,41,1,0,1,1621610,46,2,5,0
5009,5,0,0,0,1576638,73,0,0,1
5010,42,2,1,0,1636914,34,1,5,1
5011,87,1,1,1,468241,80,1,1,0
5012,81,0,1,0,3050757,68,2,2,1
5013,76,1,0,2,3932014,66,0,1,0
5014,87,1,0,2,2781734,54,0,5,1
5015,80,0,1,1,2216836,41,1,5,0
5016,67,0,0,1,2037316,69,0,1,0
5017,30,0,0,1,772326,78,1,5,0
5018,57,1,0,2,3490805,44,2,3,0
5019,86,1,1,1,4778091,26,1,0,0
5020,73,1,0,0,2909991,71,1,4,0
5021,29,2,0,1,4501080,55,2,1,0
5022,37,2,0,1,551537,76,0,3,0
5023,87,1,0,2,4106171,70,0,2,0
5024,13,0,1,0,2774704,30,1,4,1
5025,32,1,0,0,3476342,43,0,5,0
5026,46,1,0,2,4878397,70,0,0,0
5027,23,1,0,2,2560766,28,1,3,0
5028,45,1,0,2,2454808,72,2,4,0
5029,17,0,0,1,2165163,41,2,0,1
5030,85,2,0,1,364278,72,1,0,1
5031,66,0,0,1,1737990,50,0,4,1
5032,6,1,0,0,3994338,66,0,3,0
5033,18,0,1,1,709897,75,1,5,0
5034,94,2,1,0,3545595,23,0,4,1
5035,22,0,0,1,272238,52,0,1,0
5036,33,0,0,2,3335020,33,1,0,1
5037,30,0,1,1,1758174,30,1,2,1
5038,81,0,0,2,4121330,61,0,5,0
5039,32,0,0,0,3749310,74,1,4,0
5040,42,1,1,1,4298100,28,1,4,0
5041,78,1,0,1,642852,40,1,0,1
5042,10,0,0,2,3735192,19,0,0,0
5043,36,0,0,1,1242898,77,2,4,0
5044,34,2,0,2,3244056,47,1,2,1
5045,73,1,1,0,3457648,36,0,0,1
5046,28,1,0,2,1136498,57,1,0,0
5047,11,1,0,0,4937507,62,1,1,0
5048,78,0,1,2,1764373,63,1,3,1
5049,39,0,1,1,489273,64,1,1,0
5050,47,0,0,2,309815,66,1,2,0
5051,19,2,0,1,1346135,32,1,3,0
5052,15,2,0,0,415317,70,1,4,1
5053,28,1,1,2,1540549,59,0,2,1
5054,24,0,0,0,2972685,50,0,2,1
5055,72,0,0,0,3181909,61,1,1,0
5056,9,0,0,2,2863902,58,1,3,0
5057,47,1,0,0,156627,72,0,2,0
5058,33,0,0,0,1890666,22,1,3,1
5059,62,2,0,1,4244245,39,0,5,0
5060,97,0,0,2,3198172,44,1,4,0
5061,19,2,0,0,262022,64,1,3,0
5062,67,1,0,1,1089634,52,0,1,1
5063,74,1,0,2,1848629,36,1,1,1
5064,40,1,1,2,3702030,56,2,2,1
5065,47,1,1,2,701766,24,0,3,0
5066,65,1,0,2,3259740,56,2,1,1
5067,29,1,0,1,4193934,51,1,0,0
5068,50,1,0,1,1945354,51,1,1,1
5069,98,2,0,0,604636,44,0,4,0
5070,13,1,0,2,630571,61,1,0,0
5071,1,1,0,2,4081196,22,1,3,0
5072,34,2,1,2,232409,21,1,5,1
5073,93,0,0,0,489130,80,2,2,0
5074,48,0,0,1,1257567,24,1,0,0
5075,77,1,0,1,1659454,65,0,1,0
5076,48,1,1,1,3174442,20,0,2,0
5077,49,2,0,2,4881560,38,0,5,0
5078,64,1,1,1,1562649,51,2,5,1
5079,61,1,0,0,3467272,66,0,2,1
5080,29,1,1,2,2302282,26,1,2,1
5081,39,0,1,1,1521953,78,1,2,0
5082,88,1,1,0,4834806,37,2,3,1
5083,26,2,0,1,4466908,57,1,3,1
5084,17,0,0,2,421072,78,2,3,0
5085,71,1,0,2,3854169,29,1,1,0
5086,13,1,1,1,3470204,56,2,3,0
5087,69,0,0,0,2904910,63,0,2,0
5088,26,0,0,0,3806825,45,0,0,1
5089,49,2,0,0,4304395,65,0,0,0
5090,67,0,0,1,4733803,50,1,5,0
5091,7,0,0,1,4447295,27,1,0,0
5092,58,0,0,1,3680960,28,0,0,0
5093,49,1,0,2,3058818,24,0,0,0
5094,53,1,0,0,3489587,35,1,5,0
5095,65,1,1,0,3542270,36,0,4,0
5096,62,0,1,1,383588,31,1,0,0
5097,17,2,1,0,2935423,34,0,0,0
5098,43,0,0,0,1458771,40,1,0,1
5099,25,0,1,1,4257312,36,1,5,1
5100,3,1,0,2,1087961,71,1,1,0
5101,79,0,0,2,3761653,80,0,4,0
5102,29,2,0,2,3947201,77,0,0,0
5103,32,2,0,1,4621591,62,2,5,0
5104,26,0,0,2,394903,72,1,5,0
5105,16,2,1,0,1957673,80,1,3,1
5106,25,1,0,2,3074062,20,1,1,1
5107,54,2,0,0,827145,51,0,5,0
5108,28,0,0,0,1726747,42,2,5,1
5109,73,1,0,0,1490249,58,1,4,0
5110,56,0,0,2,4363435,48,1,3,0
5111,65,2,0,2,4472557,56,2,3,0
5112,93,0,1,2,281793,31,0,1,0
5113,86,1,0,1,4044261,54,1,5,0
5114,80,0,0,1,539706,69,2,3,1
5115,41,0,1,2,677543,64,1,2,0
5116,51,1,1,1,2816384,37,0,1,0
5117,71,2,1,2,3616590,49,1,1,1
5118,78,1,0,1,1222073,50,0,2,0
5119,29,2,0,1,1426136,69,2,1,0
5120,83,0,0,2,1293431,48,0,3,0
5121,19,1,1,0,4056450,24,1,3,0
5122,66,1,1,2,1079993,79,1,3,0
5123,41,0,0,1,396644,22,0,2,0
5124,45,1,0,2,2765461,74,2,3,0
5125,15,1,1,1,1771982,21,1,2,0
5126,3,1,0,2,2826779,28,1,2,1
5127,11,1,0,1,4229954,36,0,2,0
5128,53,1,0,1,3723089,55,1,1,0
5129,46,0,0,1,3336637,37,2,4,0
5130,30,0,1,2,3867507,44,1,5,0
5131,57,1,0,1,3077858,46,1,2,0
5132,18,0,0,0,1894591,35,0,3,0
